"List of plants for wind, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=008&geo=g&sec=g&freq=A&datecode=2019&rtype=s&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=202003&start=200101"
"Wed Jun 10 2020 09:54:52 GMT-0400 (EDT)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Tyler Bluff Wind Project, LLC",60502,"TX","Electric utility non-cogen","WT","WND"
"UL Advanced Wind Turbine Test Facility",61589,"TX","Commercial non-cogen","WT","WND"
"UMM Wind Turbine",57732,"MN","Commercial non-cogen","WT","WND"
"Uilk Wind LLC",57351,"MN","Commercial non-cogen","WT","WND"
"Union City Wind Turbine",57637,"IN","Electric utility non-cogen","WT","WND"
"University of Delaware Wind Turbine",57176,"DE","Commercial non-cogen","WT","WND"
"Upland Prairie",61564,"IA","Electric utility","WT","WND"
"Upstream Wind Energy LLC",61784,"NE","Electric utility non-cogen","WT","WND"
"Valentine Wind, LLC",59736,"NE","Electric utility non-cogen","WT","WND"
"Valfilm Wind Project",61356,"OH","Industrial non-cogen","WT","WND"
"Valley View Transmission LLC",57434,"MN","Electric utility non-cogen","WT","WND"
"Vansycle",55125,"OR","Electric utility non-cogen","WT","WND"
"Vansycle II Wind Energy Center",58324,"OR","Electric utility non-cogen","WT","WND"
"Vantage Wind Energy LLC",57188,"WA","Electric utility non-cogen","WT","WND"
"Vasco Winds",57700,"CA","Electric utility non-cogen","WT","WND"
"Velva Windfarm LLC",56670,"ND","Electric utility non-cogen","WT","WND"
"Venus Wind 3 LLC",59230,"IA","Electric utility non-cogen","WT","WND"
"Vestas Towers America, Inc.",57643,"CO","Industrial non-cogen","WT","WND"
"Victory Garden (Tehachapi)",50532,"CA","Electric utility non-cogen","WT","WND"
"Victory Garden Phase IV LLC",52160,"CA","Electric utility non-cogen","WT","WND"
"Victory Wind Farm",56379,"IA","Electric utility","WT","WND"
"Vienna Wind Farm",57874,"IA","Electric utility","WT","WND"
"Viking Wind Partners",56153,"MN","Electric utility non-cogen","WT","WND"
"Voyager Wind I",60594,"CA","Electric utility non-cogen","WT","WND"
"Voyager Wind II",61582,"CA","Electric utility non-cogen","WT","WND"
"Voyager Wind III",61583,"CA","Electric utility non-cogen","WT","WND"
"Voyager Wind IV",61584,"CA","Electric utility non-cogen","WT","WND"
"WCROC Wind Farm",57823,"MN","Electric utility non-cogen","WT","WND"
"WED Coventry 1",59301,"RI","Electric utility non-cogen","WT","WND"
"WED Coventry 2",59302,"RI","Electric utility non-cogen","WT","WND"
"WED Coventry 3",59305,"RI","Electric utility non-cogen","WT","WND"
"WED Coventry 4",59306,"RI","Electric utility non-cogen","WT","WND"
"WED Coventry 5",59313,"RI","Electric utility non-cogen","WT","WND"
"WED Coventry 6",59314,"RI","Electric utility non-cogen","WT","WND"
"WED Green Hill, LLC",62106,"RI","Electric utility non-cogen","WT","WND"
"WED NK Green",59295,"RI","Electric utility non-cogen","WT","WND"
"WED Plainfield II, LLC",62107,"RI","Electric utility non-cogen","WT","WND"
"WED Plainfield III, LLC",62108,"RI","Electric utility non-cogen","WT","WND"
"WED Plainfield, LLC",62109,"RI","Electric utility non-cogen","WT","WND"
"WED Portsmouth One, LLC",61002,"RI","Electric utility non-cogen","WT","WND"
"WED Shun I, LLC",62110,"RI","Electric utility non-cogen","WT","WND"
"WED Shun II, LLC",62111,"RI","Electric utility non-cogen","WT","WND"
"WED Shun III, LLC",62112,"RI","Electric utility non-cogen","WT","WND"
"Wagner Wind LLC",58233,"CA","Electric utility non-cogen","WT","WND"
"Wagon Trail LLC",56974,"OR","Electric utility non-cogen","WT","WND"
"Wake Wind Energy Center",58766,"TX","Electric utility non-cogen","WT","WND"
"Wallys Wind Farm LLC",56585,"MN","Electric utility non-cogen","WT","WND"
"Walnut Ridge Wind Farm",58694,"IL","Electric utility non-cogen","WT","WND"
"Walnut Wind Farm",56811,"IA","Electric utility","WT","WND"
"Wapsipinicon Wind Project",56876,"MN","Electric utility non-cogen","WT","WND"
"Ward Butte Windfarm LLC",56975,"OR","Electric utility non-cogen","WT","WND"
"Waverly Community Wind Project",57214,"IA","Electric utility","WT","WND"
"Waverly Wind Farm LLC",57614,"KS","Electric utility non-cogen","WT","WND"
"Waxdale",59448,"WI","Industrial cogen","WT,GT","WND,NG,LFG"
"Waymart Wind",56001,"PA","Electric utility non-cogen","WT","WND"
"Weatherford Wind Energy Center",56273,"OK","Electric utility non-cogen","WT","WND"
"Welcome Wind Turbine",57248,"MN","Electric utility","WT","WND"
"Wellsburg Wind Project",58886,"IA","Electric utility","WT","WND"
"Wessington Springs",56650,"SD","Electric utility non-cogen","WT","WND"
"West Texas Wind Energy LLC",55367,"TX","Electric utility non-cogen","WT","WND"
"Western Plains Wind Farm",60689,"KS","Electric utility","WT","WND"
"Westridge Windfarm LLC",56203,"MN","Electric utility non-cogen","WT","WND"
"Wethersfield Wind Farm",55368,"NY","Electric utility non-cogen","WT","WND"
"Wheat Field Wind Power Project",56854,"OR","Electric utility non-cogen","WT","WND"
"Whirlpool Corp-Greenville Wind Farm",61660,"OH","Electric utility non-cogen","WT","WND"
"Whirlpool Corporation - Marion Wind Farm",61005,"OH","Industrial non-cogen","WT","WND"
"Whirlpool Corporation - Ottawa Wind Farm",61004,"OH","Industrial non-cogen","WT","WND"
"Whirlwind Energy Center",56673,"TX","Electric utility non-cogen","WT","WND"
"Whispering Willow Wind Farm - East",56355,"IA","Electric utility","WT","WND"
"White Creek Wind Farm",56487,"WA","Electric utility non-cogen","WT","WND"
"White Oak Energy LLC",57342,"IL","Electric utility non-cogen","WT","WND"
"Whitetail",58021,"TX","Electric utility non-cogen","WT","WND"
"Whitewater Hill Wind Partners",56012,"CA","Electric utility non-cogen","WT","WND"
"Wild Horse",56322,"WA","Electric utility","WT,PV","WND,SUN"
"Wildcat Ranch Wind Project",61674,"TX","Electric utility non-cogen","WT","WND"
"Wildcat Wind",57887,"NM","Electric utility non-cogen","WT","WND"
"Wildcat Wind Farm I, LLC",57862,"IN","Electric utility non-cogen","WT","WND"
"Wildhorse Mountain Wind Facility",61866,"OK","Electric utility non-cogen","WT","WND"
"Wildorado Wind LLC",56432,"TX","Electric utility non-cogen","WT","WND"
"Willmar",2022,"MN","Electric utility","WT,ST","WND,NG,SUB"
"Willow Creek Energy Center",56952,"OR","Electric utility non-cogen","WT","WND"
"Willow Spring Windfarm (Burnt River)",59494,"OR","Electric utility non-cogen","WT","WND"
"Willow Springs Wind Farm",60901,"TX","Electric utility non-cogen","WT","WND"
"Wilton Wind II LLC",57120,"ND","Electric utility non-cogen","WT","WND"
"Wind Colebrook South",60700,"CT","Electric utility non-cogen","WT","WND"
"Wind GEM",60541,"IA","Electric utility non-cogen","WT","WND"
"Wind Park Bear Creek",56299,"PA","Electric utility non-cogen","WT","WND"
"Wind Turbine",7886,"WI","Electric utility","WT","WND"
"Windcurrent Farms LLC",56205,"MN","Electric utility non-cogen","WT","WND"
"Windland",50386,"CA","Electric utility non-cogen","WT","WND"
"Windom Wind Project",56544,"MN","Electric utility non-cogen","WT","WND"
"Windpark Unlimited 1",10027,"CA","Electric utility non-cogen","WT","WND"
"Windpark Unlimited 2",60321,"CA","Electric utility non-cogen","WT","WND"
"Windstar 1",57774,"CA","Electric utility non-cogen","WT","WND"
"Windthorst-2",59238,"TX","Electric utility non-cogen","WT","WND"
"Windwalkers LLC",58071,"IA","Electric utility non-cogen","WT","WND"
"Windy Dog I LLC",56579,"MN","Electric utility non-cogen","WT","WND"
"Windy Flats Wind Project",57159,"WA","Electric utility non-cogen","WT","WND"
"Winnebago Wind Power Project",56764,"IA","Electric utility non-cogen","WT","WND"
"Wintec Energy Ltd",50276,"CA","Electric utility non-cogen","WT","WND"
"Winters Spawn LLC",55567,"MN","Electric utility non-cogen","WT","WND"
"Wiota",58461,"IA","Electric utility non-cogen","WT","WND"
"Wolf Ridge Wind",58080,"TX","Electric utility non-cogen","WT","WND"
"Wolf Wind Enterprises LLC",56589,"MN","Electric utility non-cogen","WT","WND"
"Wolverine",57631,"IA","Electric utility non-cogen","WT","WND"
"Wolverine Creek",56301,"ID","Electric utility non-cogen","WT","WND"
"Woodstock Windfarm",55342,"MN","Electric utility non-cogen","WT","WND"
"Woodward Mountain I",55796,"TX","Electric utility non-cogen","WT","WND"
"Woodward Mountain II",55795,"TX","Electric utility non-cogen","WT","WND"
"Worthington",2024,"MN","Electric utility","WT,IC","WND,DFO"
"Yahoo Creek",57126,"ID","Electric utility non-cogen","WT","WND"
"ZCO",56276,"CA","Electric utility non-cogen","WT","WND"
"Zephyr Wind",60128,"OH","Industrial non-cogen","WT","WND"
"Zotos International WPGF",57648,"NY","Industrial non-cogen","WT","WND"
